QuoteText,Topic,Topic_Prob
"הנסיבות שהובילו למשבר בתחום לוויני התקשורת, בנובמבר 15' פסק הקשר עם לוויין התקשורת עמוס 5. בספטמבר 16' אבד לוויין התקשורת עמוס 6 ערב שיגורו לחלל - - -",התנחלויות,0.50390327
"הוועדה יזמה את הדיון הזה לאור זאת שאנחנו במסגרת הדיונים שלנו בוועדה הזו שומעים דברים רבים ואנחנו נחשפים, ביכולות ובחדשנות הטכנולוגית, במגוון הנושאים אנחנו רואים שהמדינה מצליחה להגיע להישגים גדולים מאוד שתורמים רבות. התרומה היא רבה, למגוון הנושאים שיש במדינה, ודאי בנושא הביטחוני, אבל גם בנושא שתורם מאוד לכלכלה, ליוקרה שלה, למעמד של המדינה בתחום הטכנולוגיה, אנחנו רואים פיתוחים רבים, מחקרים רבים, בחקלאות, ברפואה, יש ודאי עוד תחומים, בתעשייה אנחנו רואים את זה. גם גורמים פרטיים וגם גופים כלכליים ופרטיים מקימים מו""פים, מרכזי פיתוח ומחקר. בחקלאות אנחנו יודעים שמקימים מרכזי פיתוח ומחקר, ביקרנו בהם, ראינו את התועלות הרבות שיש במחקר ופיתוח. ",התנחלויות,0.73307085
"הייתי עכשיו בהרצאה בתל אביב והתברר שצדקתי. לא הייתי בטוח שאני צודק. זאת אומרת, אנחנו צריכים לחיות בעולם החדש אבל הממשלה בישראל יכולה להוביל למצב כזה בו נישאר עוד טרום העולם הישן והנה הדוגמה.",התנחלויות,0.7693873
"בא תומר אביטל והמשמר החברתי, אני לא יודע אם הצטרפו לזה, אבל מישהו מטעמם, לא יודע, בעצם אני לא רוצה להגיד אבל אני חושב שתומר אביטל בוודאות, ואומרים ""בגלל שתחנת הכוח סמוכה לאזור מגורים שבו לרעייתו של זוהר יש נכסים, אסור לו לבטל גזרה על עשרות אם לא מאות אלפי אנשים של הקמת תחנת כח בסביבתם"" הבנתם את טענת המדרון החלקלק? כיצד פעולות של אנשים, סליחה על הביטוי, שכל מה שמעניין אותם זה לרדוף אנשי ימין ואת נבחרי הציבור, יכולה להביא לנזק לכלל אזרחי ישראל. ",התנחלויות,0.60385156
"- - ומאוד מאוד דומיננטי. בוא נאמר שכפי שהוא מגן על העובדים אני מניח שהוא מגן על הארגון ואני אז יכול להיות בטוח שהוא יודע את העבודה שלו. רק בשבילך, בשביל ההומור הישראלי, באחת השביתות הכי גדולות שעשינו, מול ביבי, אז מד""א שבתו. ידעו שלמד""א אין מה שנקרא אקדח מעשן אמיתי, כי הם לא יעזו להפקיר את האנשים ולהפקיר את התחנות ולתת לאנשים למות, ואז אמרנו, אוקיי, הם מבינים שאנחנו מגלים אחריות והם כל הזמן שומעים אותי מתרה באלי בין שלא יעז בשום פנים ואופן להפקיר עמדות חירום וכו' וכו' וכו' ואז הגה האיש הזה רעיון. הוא הביא ביפרים מפלסטיק, לא אמיתיים - - -",התנחלויות,0.54100615
"הדוגמה הזו, כמו שאמרתי, באה לומר שגם באותם מקרים שבהם באופן טיפוסי אנחנו אומרים שהם מקרים חמורים במיוחד, עדיין צריך להשאיר את המקום לבית המשפט להגיד שעל אף שהמקרה הזה נכנס באותם מקרים טיפוסיים, אני קובע שפה מוצדק משהו אחר.",התנחלויות,0.6728669
"לפני שאנחנו נתחיל את הדיון, אני רוצה להגיד רגע כמה מילים על משהו שהיה בוועדה אתמול שמאוד הרגיז אותי. אולי אני צריך לא להתרגז, כי אמרו לי שאנשי ציבור כבר לא צריכים להיות מופתעים מכל מיני השמצות ושקרים, אבל לא יודע, זה מפריע לי, כי כשאני רואה כתבה מגמתית ושקרית כנגדי בעיתון 'כלכליסט', זה מפריע לי, לא יכול להתעלם מזה. כשאומרים לי שאני סיכלתי רפורמה שבאה למנוע שחיתות בגלל לחץ פוליטי, זה פשוט הקשר הכי מוחלט שיש, וכל מי שיושב פה, יודע.",התנחלויות,0.81757647
"היה מעניין גם לשמוע על חוסר הרצון לשימוש בגגונים וכאלה, הם לא מוצאים את עצמם במקומות של מבוגרים. הם מעדיפים להיות ברחוב, או אצל חבר או חברה, או לצערי, בתמורה לכסף, אז היה מעניין לשמוע על הייחודיות של השֶלטֶר. אנחנו תיכף נדבר גם על שאר הרשויות אבל זה היה מעניין לשמוע, על כמה השֶלטֶר חשוב להם, אל""ף, כי הם לא מתחברים לגגונים של המבוגרים ובי""ת, כי בעצם סוף סוף יש להם קורת גג שלהם, ייעודית שלהם. אז זהו, משהו אופטימי. יש שם בעיה גם, יש מדריך אחד בלילה, זה מאד מאוד בעייתי. מדריך אחד, 12 חוסים שישנים. זה מאד מאוד בעייתי, אני אקח את זה לטיפול. ",התנחלויות,0.67580616
"אני רוצה לברך את כולם. אמור להיות לנו היום תרגום סימולטני, אבל אני מבין שהמתרגמים עדיין לא הגיעו ולכן נמשיך באנגלית עד שהם יגיעו ויתחילו לתרגם. ",התנחלויות,0.55405873
"בכל זאת, אני מוחה על התנהגות שלא מקובלת, בזלזול הכנסת ועבודתה, עבודת הוועדה. חברי הכנסת מגיעים, משרדי הממשלה וארגונים מגיעים ודווקא הגוף שהוזמן לדיון ואמור לתת פתרון ולענות לשאלות, שני המשרדים הרלבנטיים, בית הדין הרבני ומשרד המשפטים, דווקא שני המשרדים הרלבנטיים לדיון לא הגיעו. חצי שעה של איחור.",התנחלויות,0.5158479
"שריפה נוספת שהייתה לנו בחיפה. דליקת מזגן שהדליק ומתברר שכל מערכות כיבוי האש בבניין לא היו תקינות ולוחמי האש היו צריכים להשתמש בציוד שהיה בתוך הכבאיות ולרוץ אתו עד למעלה, במקום להשתמש במערכות שמראש התקינו אותן בבניין.",התנחלויות,0.9663871
"ברשותך, לפני שנגיע לנושא הזה אנחנו נקדיש דקה לדיווח בנושא דיון בהשתתפות מנכ""ל משרד האוצר או מי מנציגיו בנושא מיסוי טבק. יושב איתנו חבר הכנסת יהודה גליק, שגם שובת רעב כבר 22 יום, זה המקום לנצל את הזמן, יהודה, לקרוא לך להיאבק, אבל באופן שישמור על כוחותיך, כי הציבור ששלח אותך זקוק לך. ",התנחלויות,0.5831286
"ההערכות מדברות עד 2% נשאות בארץ מכלל האוכלוסייה. באוכלוסיית העולים 4%-6% נשאות מחבר המדינות. אם יש לכם דעה אחרת בדיון אתם יכולים כמובן לומר, זה מה שאספנו בוועדה.",התנחלויות,0.6104322
"ברשותכם, נציגי השר, נציגי המשרד – חשוב לי שתקשיבו. אני רואה בהצעת החוק הזו הצעת חוק חשובה מאוד-מאוד. בכוונתי לעשות הכול – כמובן, בלי להיכנס לעניינים פוליטיים, אבל בהנחה שיהיה לנו הזמן לעשות את הדיונים, בכוונתי להעביר מה יותר מהר את ההצעה הזו.",התנחלויות,0.5413603
"ההצעה הזו רוב-רובה עוסקת בסוגי ההדרכה השונים. זו ליבת החוק. אני אומר לכם את הכיוון שלי ועמדותיי כדי שנהיה – ואני לא מתכוון שהדיון הזה יהיה דיון של נאומים והרצאות. אנחנו צריכים להתמקד בתהליך עצמו, חוץ מכמה חברי כנסת שירצו לומר כמה מילים בעניין – בקצרה – אני רוצה שנעסוק בדיון עצמו. ",התנחלויות,0.6721431
"אני מחזיק את החלטת הממשלה מ-2015, החלטה 716, שהתקבלה פה אחד בממשלת ישראל. התקבלה פה אחד, להעלות את כל הקהילה על בסיס קריטריון אחד, שהם שייכים ליהודי אתיופיה, זרע ישראל מצד אימהותיהם או אבותיהם, סעיף 2 להחלטה כתוב ברור, ושהם עזבו את ביתם, את כפרם מ-1 בינואר 2010 והם נמצאים וממתינים באדיס אבבה ובגונדר. שלוש, שיש להם משפחות בדרגה ראשונה בישראל. ",התנחלויות,0.5587237
"לצורך העניין, ראוי היה שהמינהל האזרחי יעשה יום עיון בשבת חברון, להכיר את הסיפור הזה מתוך העניין. זהו. ",התנחלויות,0.53128
"אנחנו מתחייבים פה לעקוב אחרי הדברים, ללוות את הדברים, לראות באמת שהיישומים והיעדים מתמלאים. אנחנו נעזור גם בעניין וגם נפקח ואנחנו גם נהיה שותפים בכל התהליך הזה בגלל שאנחנו רואים את זה כדבר חשוב. מי שלא מסתכל על העתיד לא יכול להישאר בעבר. אנחנו יודעים שהדברים שהיו לא יכולים להיות רלוונטיים, הם כבר נמצאים, אנחנו כבר נמצאים בתהליך של השימוש היום בפרוטוקולים של היום, אנחנו מחפשים פתרונות איך לעקוף את הבעיות כי אנחנו יודעים שאנחנו צריכים ללכת למקום אחר לגמרי.",התנחלויות,0.50232506
"הקשבתי קשב רב למסיבת העיתונאים שערכתם כשהוצג על ידי החשב הכללי ושר האוצר פרסום הדוחות ושם נאמר: תראו, אפשר לראות מהדוחות האלה שההוצאה החברתית, ההוצאה האזרחית, גדלה, אבל למעשה אנחנו רואים שלמעשה בהרבה המשרדים החברתיים והאזרחיים אנחנו בכלל לא רואים את המספרים האמיתיים. זה עוד לפני שנכנסנו לנתוני גבייה, שגם שם, כמו שהצביע המבקר, יש חוסרים גדולים. אז איפה אתם עומדים בעניין זה? ",התנחלויות,0.55666554
"מצדי, כל מי שמצטרף לקריאה הזו, אני מברכת ואני חושבת שאולי עכשיו כך אנחנו מבינות עד כמה אלה שהצביעו במודע או לא במודע נגד ועדת חקירה פרלמנטרית מבינים כמה היה חשוב להעלות את ההצעה הזו ולהסכים עליה.",התנחלויות,0.65273374
" - - הודעות מסוגים שונים. ושאף אחד לא יתבלבל, זה לא אמור להפריע לי כי אני צריך שמישהו גם ייתן לי פתרונות. זה לא מספיק רק להגיד לי שכל אחד בחלק שלו, אני נמצא, וכל השאר חבורת מטומטמים ושיישרף העולם. ",התנחלויות,0.81301033
"צהריים טובים. אני מתכבדת, ברשותכם, לפתוח את דיון הוועדה בנושא קריסת רשות חסות הנוער, דיון שהיה אמור להסתיים בשבוע הקודם, אבל אני נדרשתי עוד לאיסוף נתונים ולימוד של הנושא. אני יודעת שמדובר בתחום שהוא מאוד מאוד מורכב ובתהליכים שהיו לא פשוטים בחסות הנוער, לא דברים חדשים שצצו להם בתקופה האחרונה אלא באמת איזה שהוא מכניזם של הרבה מאוד שנים שאנחנו כנראה צריכים לעצור ולהתחיל לחשב את המסלול שם מחדש. משום ריבוי החומרים אני נדרשתי לדחייה ולכן אנחנו מקיימים את זה היום ולא בשבוע שעבר. ",התנחלויות,0.54325026
"אני יודעת גם שבתוך הארגונים, הארגונים האלה, עד כמה שיש הילה סביבם ועד כמה שיש שיח שמעלה על נס את הפעילות של הארגונים, ואני מנסה באמת להיות מאוד מדויקת בדברים שאני אומרת כדי לא להיכנס לוויכוח פוליטי עכשיו, הארגונים האלה הם חלק מהחברה הישראלית באופן כללי ומה שעובר על החברה הישראלית לא ייתכן שיפסח על הארגונים האלה. או כל חברה, זה לא רק החברה הישראלית. חברה שהיא מיליטריסטית בעיניי וגברית מאוד זה יביא למצב שחלק גדול מאנשים שנמצאים בכל מערך שהוא בתוך המדינה, אבל גם בתוך ארגוני המדים, יהיו חלק מהם ויתנהגו בצורה שוביניסטית. כחלק מההתנהגויות האלה באות גם ההטרדות והפגיעות המיניות. ",התנחלויות,0.6575462
"אנחנו ממשיכים. הדיון היום הוא על מנהלות המשפחתונים המוכרים על ידי משרד העבודה, הרווחה והשירותים החברתיים בעקבות משבר הקורונה. האמת היא שבכל פעם שאני משתמשת במונח הקבוע ""מנהלות המשפחתונים"" אני מהססת להשתמש בו. הן בעצם לא מנהלות, הן מטפלות לחמישה ילדים. לתת להם תואר ""מנהלות"" זה כאילו לעשות סיפור מההעסקה שלהן והטעיה לתפקיד שהן עושות. התפקיד שלהן מאוד חשוב כמטפלות בילדים שאצלן. הן לא מנהלות אף אחד והן גם לא עצמאיות, כמו שמגדירים אותן במשרד. ",התנחלויות,0.7453031
"לפני שאתחיל את הדיון, אני רוצה לציין פה שהיום, ברחבי הארץ, מתקיימות שש הפגנות של מנהלות המשפחתונים שעדיין נאבקות על הזכויות שלהן. אני יודעת שאנחנו טיפלנו, בשבוע שעבר ועד אתמול בלילה – גם חלק מחברי הכנסת, וחבר הכנסת ינון אזולאי גם היה שותף בכל התהליך הזה – וקיבלנו הבטחות בעניין הפיצוי על התקופה שבה סגרו את המשפחתונים וקיבלנו הבטחות על הפעימה הראשונה והפעימה השנייה כהכנסה למנהלות המשפחתונים. לצערי הרב, עד היום הזה רוב מנהלות המשפחתונים לא קיבלו גרוש אחד למחייתן ולמחיית בני משפחותיהן, כשבדרך-כלל, כמעט ברוב המקרים, הן מפרנסות יחידות. לצערי הרב, הנשים האלה גם צריכות להתכונן ולפתוח את המשפחתונים שלהן ולהתחיל לדאוג גם לצרכים של הילדים שנמצאים אצלן במשפחתונים ולהוציא הוצאות על חומרי ניקיון, חיטוי וכו'. זה בלתי מתקבל על הדעת. בעיניי, בלתי מתקבל על הדעת לבקש מאנשים, שחודש וחצי לא הייתה להם אפילו הכנסה של גרוש אחד, גם לחזור לשגרה ולהתחיל לעבוד ולהוציא כסף על המפעלים שהם עושים.",התנחלויות,0.54351926
"לא נראה לי שבזמן הקצר שלפנינו אנחנו נוכל להקיף את הכול ולהתמקד בכל דבר ודבר, אני היום מבקש לשמוע נקודתית עד כמה שאפשר בכמה נושאים הבוערים מאוד, לפי ראות עיניי, איך שאני ראיתי לפי הפניות שהגיעו, וכפי שציינתי, בהמשך לפניות שדנו בהן בוועדות הקודמות, ובעזרת ה' נמשיך הלאה לקיים דיונים ספציפיים על כל נושא ונושא. ",התנחלויות,0.5637488
"אני רוצה גם לציין שככל שאני בדקתי, בכל השנים האחרונות בכל הדיונים של תשלומי ההורים, מנכ""ל משרד החינוך נכח בדיונים. אני לא נכנס לאותו אירוע של שבוע שעבר, זה לא שתיאמנו אתו את השעה, אבל הוא כמובן ידע על הדיון, ובעיניי המשרד היה אמור להראות את חשיבות הדיון בכך שיגיעו לפה נציגים של השר, גם המנכ""ל. ",התנחלויות,0.53995764
"אני מתכבד לפתוח את ישיבת הוועדה בנושא חיזוק הזהות היהודית בקהילות יהודיות בדרום אמריקה. זו ישיבה בהמשך לישיבות שעשינו על קהילות אחרות, צרפת, צפון אמריקה ועכשיו דרום אמריקה. הדיון מתקיים ביוזמתו של חבר הכנסת יוסי טייב. הדיון מתקיים, במקרה או שלא במקרה, סמוך לטיסה ממקסיקו שנחתה ביום שלישי 11.8, בשבוע שעבר, ועליה היו 50 עולים חדשים וכ-150 מבני תנועות הנוער הציוני שהגיעו לישראל בתוכנית 'מסע' של ממשלת ישראל והסוכנות היהודית. ",התנחלויות,0.50187826
"אני באמת מאמינה שכל זמן שזנות הייתה דבר שהוא מותר ולגיטימי, ונחשב מקצוע, או נחשב משהו שאפשר לצרוך אותו, זה הפך כל אישה ואישה לפוטנציה לאישה בזנות, לא משנה אם התמורה היא כסף או קידום, או כל מיני דברים אחרים שאפשר כביכול להציע תמורת שימוש מיני בגופה של אישה, או בגופו של אדם בכלל. ולכן, חשיבותו של החוק הוא כל כך גדול. ",התנחלויות,0.6674819
"גם יוצג לנו תיכף דוח שעשתה מחלקת המחקר של הכנסת, לפיו התקבלו מאות פניות במשרד בנושא זיהום אוויר מארובות בתים פרטיים. מרבית התלונות שהתקבלו היו בנושא קמינים המוסקים באמצעות עץ. לפי נתוני משרד הבריאות יש עלייה בשימוש בקמינים כאלה, אולי בגלל המחיר הנמוך של עץ יחסית לחומרי בעירה אחרים.",התנחלויות,0.56745183
"הא בהא תליה, הנושאים שזורים האחד בשני. יהיה דיון אחד משולב. נשמע סקירה של רשות התחרות. ",התנחלויות,0.5347839
"לפי הנתונים שאני רואה מולי, מדי שנה נפגעים יותר מ-500 ילדים בקרבת מוסדות חינוך בתאונות דרכים, בין אם זה הולכי רגל, נוסעים באופניים, נוסעים עם ההורים ברכב ובאוטובוס, זה הנתון שיש לי, אנחנו תיכף כמובן נשמע התייחסויות.",התנחלויות,0.646766
"לא אובייקטיבי בכלל ואני אומר את זה גם לפרוטוקול, אבל אני מנסה ואני חותר לקדם פה שוויון ואני מאמין בזה. התכלית של סעיף החוק הזה נועדה לקדם שוויון. המטרה של החוק, שכאשר חלק מן הציבור לא יצרוך מוצר או שירות בשל מצווה דתית, בשל הלכה, ואנחנו מונעים ממנו לצרוך את המוצר או השירות הזה, הרי שאנחנו מפלים. ",התנחלויות,0.63353574
"כל חיי אדם שנצליח להציל יהווה הישג אדיר, ועלינו, נבחרי הציבור, מוטלת האחריות לטיפול בנושא. אני מתייחסת ביראת קודש לתפקידי כחברה בוועדה זו, ואני משוכנעת שלטובת הצלת חיים ניתן להניח את המחלוקות הפוליטיות בצד ולשלב ידיים למען חוסנם הנפשי של כלל ילדים ובני נוער במדינת ישראל. ",התנחלויות,0.9695418
"אני אגיד באנגלית, למי שלא הבין אותי. יש לנו תרגום סימולטני. הדוברים ידברו, אתם יכולים לדבר בכל שפה שאתם רוצים, עברית, אנגלית, יש תרגום סימולטני לכל מי שלא מבין את השפה. אני מניחה שרוב האנשים כאן מעדיפים לדבר אנגלית וזה בסדר, אז תרגישו חופשי לדבר באנגלית. ",התנחלויות,0.5551804
"נכון ש-BDI היא רק חברה אחת מבין כל חברות האשראי שאוספות, אבל אני מאוד ארצה לקבל איזו שהיא תשובה שבסוף נדע וגם הציבור יידע את שכאשר הוא דוחה הלוואה, מה זה עושה לנתוני האשראי שלו. כשהוא לא דוחה הלוואה, מה זה עושה לו.",התנחלויות,0.58654374
"מה שבעצם ניסינו לעשות, אני מבין שזה לא תמיד קורה בוועדות אחרות, למרות שבעיניי זה יכול להפוך להיות איזה שהוא נוהל, זה לנתח מול המשרדים מה הם עשו ומה הם לא עשו, וגם להסתכל עלינו בפילוחים מסוימים ולראות באיזה נושאים התעסקנו ובאיזה נושאים לא התעסקנו. ",התנחלויות,0.64285123
"אנחנו מקדמים בברכה את פרופ' נחמן אש מנכ""ל משרד הבריאות, וזאת גם ההזדמנות להודות לו על פועלו בקורונה. יש כאלה שבאו למשימה של הקורונה, ראו את האתגר, עשו מילואים והלכו. אתה לא רק ראית את האתגר של הקורונה, נכנסת עמוק לשירות הציבורי ולתפקיד ממשלתי עם משימות כפולות ומכופלות ואנחנו מודים לך על פועלך בקורונה ועל האתגרים שאתה ניצב בפניהם במשרד הבריאות.",התנחלויות,0.589167
"במקביל למה שקורה במוקד 105 וברשתות, הסיבה שכינסתי את הדיון הזה היא בשל המעורבות שלי בכל הקשור במבצע שומר חומות ובערים מעורבות. נדון גם על זה כאן. למה אני מוסיפה את זה לדיון? כי חלק מן הבעיה האמיתית שנתקלנו בה בשומר חומות היא האלימות שהייתה בתוך הרשת, אלימות לאומנית, שהוציאה הרבה צעירים לרחובות. ",התנחלויות,0.66278434
"אני שמח לשמוע על כך, ואני אומר עוד פעם: אני בטוח שנוכל בכוחות משותפים, עם הרבה יוזמה של הממשלה, שלך, בתחום הזה, לתת מענה מהיר לאיומים שמתרגשים עלינו בתחום הגנת הפרטיות.",התנחלויות,0.52818733
"שלום לכולם, אנחנו מתחילים דיון בנושא דרמטי שמשפיע על חייהם של מיליונים בישראל, והוא ההיערכות של המדינה להתמודדות עם החשש לקריסת מבנים ישנים. הנושא הזה קיבל חשיפה ציבורית גבוהה בשל משברים, כמו בכל דבר, וקריסת הבניינים בחולון וברמת גן. זה הביא לסדר-היום הציבורי את הנושא הזה, וגם הציף בקרב רבים מהאזרחים חשש שהם עצמם גרים בבניין שהוא בסכנת קריסה.",התנחלויות,0.59924585
"בוקר טוב כולם. משה שגיא, בוקר טוב. אגב, אתמול נשאלו כאן שתי שאלות שהתשובות שלהן לא היו נכונות. השאלה הראשונה הייתה האם שונו הקריטריונים בסעיף בו דובר על זהות יהודית ועל רבני קהילות. מנתונים שנמסרו לי מיד לאחר מכן – וכמו שראיתם, במשרד הזה נשארו כמה אנשים שאני יכול לדבר איתם ולדעת מה קורה - שונו קריטריונים. רבני קהילות, הוסיפו בקריטריון יוצאי צבא. זה בא כדי להדיר את המגזר החרדי שהיה בתקנה הזאת.",התנחלויות,0.6003787
"ניר אורבך, ידידי היקר, זה לידיעתך. זה להדיר את הציבור החרדי בעניין הזה וקח את זה בחשבון. תבדוק את זה כי זה חשוב מאוד.",התנחלויות,0.6297391
"אנחנו סיימנו עכשיו סיור בתחום הקפאת ביציות ושימור פוריות, אחד הנושאים שמונחים לפתחה של ועדת הבריאות של הכנסת, הן מבחינת הטיפול והצלחותיו והשלכותיו, גם לאור מה שנכנס עכשיו לסל בוועדת הסל האחרונה. יש לנו דיון על זה מחר בבוקר, על ועדת הסל בכלל ועל עבודתה בוועדת הבריאות, וכן גם לגבי אופן התקצוב של קופות החולים את ההליך הזה, הקפאת ביציות, עוברים, שימור פוריות, שאנחנו נלחמים לקדם את הנושא הזה ולהכניס אותו באופן שווה, קודם כל בכל קופות החולים, מה שחלקם עשו וחלקם עדיין לא, וגם ללמוד על החסמים הנוספים ועל ההליך.",התנחלויות,0.564364
"מה שהיינו רוצים לשמוע, תיכף נשמע סקירה ראשונה, אני חושב שמטרת הישיבה הזו היא קודם כל היכרות, אנשים נפגשו פה ועדיין לא מכירים, אבל מעבר להיכרות של לזהות בשם ובפנים, למועצה יש מטרות ואני חושב שהיא צריכה לתרגם את המטרות האלה גם לשפת המציאות, מה זה אומר להיות מועצת הקרן למען אזרחי ישראל, מה היעדים שמציבה לעצמה המועצה לשנים הקרובות, איפה היא מול מדיניות ההשקעות של הקרן, מה שייך לוועדת ההשקעות, מה שייך למועצה. באיזה מקרים היא חושבת לנכון שהיא צריכה להתערב, למה בעצם קיימת המועצה. אני חושב שזה דבר שכדאי שנברר.",התנחלויות,0.7972384
"הדברים הללו בעיניי חמורים מאוד. אני שמח שהפרקליטות, שלא כמנהגה, הגיבה עליהם, מכיוון שיש קווים אדומים, גם בשיח הציבורי הפוליטי, שכאשר חוצים אותם ראוי שתינתן תגובה. אני מקווה שגורמים נוספים ישמיעו את קולם לנוכח הציוץ הבזוי הזה. וכפי שאמרתי, אנחנו לא נהסס להגיב לדברים האלה.",התנחלויות,0.60167193
"צהריים טובים. אני מתכבדת לפתוח את דיון הוועדה לפניות הציבור בנושא מדיניות גופי שידור בתחום ניתוקים ובסיום התקשרויות. זאת ישיבת מעקב. אנחנו מקפידים פה גם הנהלת הוועדה וגם אני לקיים ישיבות מעקב ולראות שנושאים אכן מטופלים ומתקדמים. פעמים רבות הנושאים הם כבדים ומצריכים אחר כך הרבה מאוד עבודה מאחורי הקלעים גם פה בכנסת וגם של משרדי הממשלה, גם בין משרדי הממשלה וגם של גופים נוספים. אנחנו נקפיד על ישיבות המעקב כדי לראות שהדברים מתקדמים עד פתרון. ",התנחלויות,0.63061655
